,MFACTOR,STATE,ST_CASE,VEH_NO
0,0,1,10001,1
1,0,1,10002,1
2,0,1,10003,1
3,0,1,10004,1
4,0,1,10005,1
5,0,1,10005,2
6,0,1,10006,1
7,0,1,10007,1
8,0,1,10008,1
9,0,1,10009,1
10,0,1,10010,1
11,0,1,10010,2
12,0,1,10011,1
13,0,1,10011,2
14,0,1,10012,1
15,0,1,10012,2
16,0,1,10012,3
17,0,1,10013,1
18,0,1,10014,1
19,0,1,10015,1
20,0,1,10016,1
21,0,1,10016,2
22,0,1,10017,1
23,0,1,10018,1
24,0,1,10019,1
25,0,1,10020,1
26,0,1,10020,2
27,0,1,10021,1
28,0,1,10021,2
29,0,1,10022,1
30,0,1,10023,1
31,0,1,10024,1
32,0,1,10025,1
33,0,1,10026,1
34,0,1,10027,1
35,0,1,10027,2
36,0,1,10028,1
37,0,1,10029,1
38,0,1,10030,1
39,0,1,10030,2
40,0,1,10031,1
41,0,1,10032,1
42,0,1,10033,1
43,0,1,10034,1
44,0,1,10034,2
45,0,1,10034,3
46,0,1,10034,4
47,0,1,10034,5
48,0,1,10034,6
49,0,1,10035,1
50,0,1,10035,2
51,0,1,10036,1
52,0,1,10036,2
53,0,1,10037,1
54,0,1,10038,1
55,0,1,10039,1
56,0,1,10040,1
57,0,1,10041,1
58,0,1,10042,1
59,0,1,10043,1
60,0,1,10044,1
61,0,1,10045,1
62,0,1,10046,1
63,0,1,10047,1
64,0,1,10048,1
65,0,1,10049,1
66,0,1,10049,2
67,0,1,10050,1
68,0,1,10051,1
69,0,1,10051,2
70,0,1,10052,1
71,1,1,10053,1
72,9,1,10054,1
73,0,1,10054,2
74,99,1,10055,1
75,0,1,10056,1
76,9,1,10057,1
77,0,1,10057,2
78,0,1,10057,3
79,0,1,10058,1
80,0,1,10058,2
81,0,1,10059,1
82,0,1,10060,1
83,0,1,10060,2
84,0,1,10061,1
85,0,1,10062,1
86,0,1,10063,1
87,0,1,10064,1
88,0,1,10065,1
89,0,1,10065,2
90,0,1,10066,1
91,0,1,10067,1
92,0,1,10067,2
93,0,1,10067,3
94,0,1,10067,4
95,0,1,10068,1
96,0,1,10069,1
97,0,1,10069,2
98,0,1,10070,1
99,0,1,10071,1
100,0,1,10071,2
101,0,1,10072,1
102,0,1,10073,1
103,0,1,10074,1
104,0,1,10074,2
105,0,1,10074,3
106,0,1,10074,4
107,0,1,10075,1
108,0,1,10075,2
109,0,1,10076,1
110,0,1,10077,1
111,0,1,10078,1
112,0,1,10079,1
113,0,1,10080,1
114,0,1,10081,1
115,0,1,10081,2
116,0,1,10082,1
117,0,1,10083,1
118,0,1,10083,2
119,0,1,10084,1
120,0,1,10084,2
121,0,1,10084,3
122,0,1,10085,1
123,0,1,10086,1
124,0,1,10086,2
125,0,1,10087,1
126,0,1,10088,1
127,0,1,10089,1
128,0,1,10090,1
129,0,1,10090,2
130,0,1,10091,1
131,0,1,10091,2
132,0,1,10092,1
133,0,1,10092,2
134,0,1,10093,1
135,0,1,10093,2
136,0,1,10093,3
137,0,1,10094,1
138,0,1,10095,1
139,0,1,10095,2
140,0,1,10095,3
141,0,1,10095,4
142,0,1,10095,5
143,0,1,10095,6
144,0,1,10095,7
145,0,1,10095,8
146,0,1,10095,9
147,0,1,10095,10
148,0,1,10096,1
149,0,1,10097,1
150,0,1,10097,2
151,0,1,10098,1
152,0,1,10099,1
153,0,1,10101,1
154,0,1,10102,1
155,0,1,10103,1
156,0,1,10104,1
157,0,1,10104,2
158,0,1,10105,1
159,0,1,10106,1
160,0,1,10107,1
161,0,1,10107,2
162,0,1,10108,1
163,0,1,10108,2
164,0,1,10109,1
165,0,1,10109,2
166,0,1,10109,3
167,0,1,10110,1
168,0,1,10111,1
169,0,1,10112,1
170,0,1,10113,1
171,0,1,10114,1
172,0,1,10114,2
173,0,1,10115,1
174,0,1,10116,1
175,0,1,10116,2
176,0,1,10117,1
177,0,1,10117,2
178,0,1,10118,1
179,0,1,10119,1
180,0,1,10119,2
181,0,1,10120,1
182,0,1,10120,2
183,0,1,10121,1
184,0,1,10121,2
185,0,1,10122,1
186,0,1,10123,1
187,0,1,10123,2
188,0,1,10124,1
189,0,1,10125,1
190,0,1,10126,1
191,0,1,10126,2
192,0,1,10127,1
193,0,1,10127,2
194,0,1,10128,1
195,0,1,10129,1
196,0,1,10129,2
197,0,1,10130,1
198,0,1,10130,2
199,0,1,10131,1
200,0,1,10132,1
201,0,1,10132,2
202,0,1,10133,1
203,0,1,10133,2
204,0,1,10134,1
205,0,1,10134,2
206,0,1,10135,1
207,0,1,10135,2
208,0,1,10135,3
209,0,1,10136,1
210,0,1,10137,1
211,0,1,10138,1
212,0,1,10138,2
213,0,1,10138,3
214,0,1,10139,1
215,0,1,10139,2
216,0,1,10139,3
217,0,1,10140,1
218,0,1,10140,2
219,0,1,10141,1
220,0,1,10141,2
221,0,1,10141,3
222,0,1,10141,4
223,0,1,10141,5
224,0,1,10141,6
225,0,1,10141,7
226,0,1,10141,8
227,0,1,10141,9
228,0,1,10142,1
229,0,1,10143,1
230,0,1,10143,2
231,0,1,10144,1
232,0,1,10144,2
233,0,1,10145,1
234,0,1,10145,2
235,0,1,10146,1
236,0,1,10146,2
237,0,1,10146,3
238,0,1,10147,1
239,0,1,10147,2
240,0,1,10148,1
241,1,1,10149,1
242,0,1,10150,1
243,0,1,10150,2
244,0,1,10151,1
245,99,1,10152,1
246,0,1,10152,2
247,0,1,10153,1
248,0,1,10153,2
249,0,1,10153,3
250,0,1,10153,4
251,0,1,10153,5
252,0,1,10154,1
253,0,1,10155,1
254,0,1,10155,2
255,0,1,10156,1
256,0,1,10157,1
257,0,1,10157,2
258,0,1,10158,1
259,0,1,10158,2
260,0,1,10159,1
261,0,1,10160,1
262,0,1,10161,1
263,0,1,10161,2
264,0,1,10162,1
265,0,1,10163,1
266,0,1,10163,2
267,0,1,10164,1
268,0,1,10165,1
269,0,1,10165,2
270,0,1,10166,1
271,0,1,10167,1
272,0,1,10168,1
273,0,1,10169,1
274,0,1,10169,2
275,0,1,10170,1
276,0,1,10170,2
277,0,1,10171,1
278,0,1,10171,2
279,0,1,10172,1
280,0,1,10172,2
281,0,1,10173,1
282,0,1,10173,2
283,0,1,10174,1
284,0,1,10174,2
285,0,1,10175,1
286,0,1,10176,1
287,0,1,10177,1
288,0,1,10177,2
289,0,1,10178,1
290,0,1,10179,1
291,0,1,10179,2
292,0,1,10180,1
293,0,1,10180,2
294,0,1,10180,3
295,0,1,10181,1
296,0,1,10182,1
297,0,1,10182,2
298,0,1,10183,1
299,0,1,10184,1
300,0,1,10185,1
301,0,1,10186,1
302,0,1,10187,1
303,0,1,10188,1
304,0,1,10188,2
305,0,1,10189,1
306,0,1,10189,2
307,0,1,10190,1
308,1,1,10190,2
309,0,1,10191,1
310,0,1,10192,1
311,0,1,10193,1
312,0,1,10193,2
313,0,1,10194,1
314,0,1,10194,2
315,0,1,10195,1
316,0,1,10195,2
317,0,1,10196,1
318,0,1,10197,1
319,0,1,10197,2
320,0,1,10198,1
321,0,1,10198,2
322,0,1,10199,1
323,0,1,10199,2
324,0,1,10200,1
325,0,1,10200,2
326,0,1,10201,1
327,0,1,10202,1
328,0,1,10202,2
329,0,1,10203,1
330,0,1,10203,2
331,0,1,10204,1
332,0,1,10205,1
333,0,1,10206,1
334,0,1,10207,1
335,0,1,10207,2
336,0,1,10208,1
337,0,1,10209,1
338,0,1,10209,2
339,0,1,10210,1
340,0,1,10211,1
341,0,1,10211,2
342,0,1,10212,1
343,0,1,10213,1
344,0,1,10213,2
345,0,1,10214,1
346,0,1,10214,2
347,0,1,10215,1
348,0,1,10216,1
349,0,1,10217,1
350,0,1,10218,1
351,0,1,10218,2
352,0,1,10219,1
353,0,1,10219,2
354,0,1,10220,1
355,0,1,10221,1
356,0,1,10222,1
357,0,1,10222,2
358,0,1,10223,1
359,0,1,10223,2
360,0,1,10224,1
361,0,1,10225,1
362,0,1,10225,2
363,0,1,10226,1
364,0,1,10227,1
365,0,1,10228,1
366,0,1,10229,1
367,0,1,10229,2
368,0,1,10230,1
369,0,1,10231,1
370,0,1,10232,1
371,0,1,10233,1
372,0,1,10234,1
373,0,1,10235,1
374,0,1,10236,1
375,0,1,10237,1
376,0,1,10238,1
377,0,1,10239,1
378,0,1,10240,1
379,0,1,10241,1
380,0,1,10241,2
381,0,1,10242,1
382,1,1,10243,1
383,0,1,10244,1
384,0,1,10244,2
385,0,1,10245,1
386,0,1,10246,1
387,0,1,10247,1
388,0,1,10248,1
389,0,1,10249,1
390,0,1,10250,1
391,0,1,10250,2
392,0,1,10251,1
393,0,1,10251,2
394,0,1,10252,1
395,0,1,10252,2
396,0,1,10253,1
397,0,1,10253,2
398,0,1,10254,1
399,0,1,10255,1
400,0,1,10256,1
401,0,1,10257,1
402,0,1,10258,1
403,0,1,10258,2
404,0,1,10259,1
405,0,1,10259,2
406,0,1,10260,1
407,0,1,10261,1
408,0,1,10262,1
409,0,1,10263,1
410,0,1,10263,2
411,0,1,10264,1
412,0,1,10265,1
413,0,1,10265,2
414,0,1,10266,1
415,0,1,10266,2
416,1,1,10267,1
417,0,1,10267,2
418,0,1,10268,1
419,0,1,10269,1
420,0,1,10269,2
421,0,1,10269,3
422,0,1,10270,1
423,0,1,10270,2
424,0,1,10270,3
425,0,1,10271,1
426,0,1,10271,2
427,0,1,10272,1
428,0,1,10272,2
429,3,1,10273,1
430,0,1,10274,1
431,0,1,10275,1
432,0,1,10276,1
433,0,1,10277,1
434,0,1,10277,2
435,0,1,10278,1
436,0,1,10279,1
437,0,1,10279,2
438,0,1,10280,1
439,0,1,10280,2
440,0,1,10281,1
441,0,1,10282,1
442,0,1,10283,1
443,0,1,10284,1
444,0,1,10284,2
445,0,1,10285,1
446,0,1,10285,2
447,0,1,10285,3
448,0,1,10286,1
449,0,1,10286,2
450,0,1,10286,3
451,0,1,10286,4
452,0,1,10286,5
453,0,1,10287,1
454,0,1,10287,2
455,1,1,10288,1
456,0,1,10289,1
457,0,1,10290,1
458,0,1,10290,2
459,0,1,10291,1
460,0,1,10292,1
461,0,1,10293,1
462,0,1,10294,1
463,0,1,10295,1
464,0,1,10296,1
465,0,1,10297,1
466,0,1,10297,2
467,0,1,10298,1
468,0,1,10299,1
469,0,1,10299,2
470,0,1,10300,1
471,0,1,10301,1
472,0,1,10302,1
473,0,1,10303,1
474,0,1,10303,2
475,0,1,10304,1
476,0,1,10304,2
477,0,1,10304,3
478,0,1,10305,1
479,0,1,10306,1
480,0,1,10306,2
481,0,1,10307,1
482,0,1,10308,1
483,0,1,10308,2
484,0,1,10308,3
485,0,1,10309,1
486,0,1,10309,2
487,0,1,10310,1
488,0,1,10311,1
489,0,1,10312,1
490,0,1,10313,1
491,0,1,10314,1
492,0,1,10314,2
493,0,1,10315,1
494,0,1,10316,1
495,0,1,10317,1
496,0,1,10317,2
497,0,1,10318,1
498,0,1,10319,1
499,0,1,10319,2
500,0,1,10320,1
501,0,1,10320,2
502,0,1,10320,3
503,0,1,10321,1
504,0,1,10321,2
505,0,1,10322,1
506,0,1,10322,2
507,0,1,10323,1
508,0,1,10324,1
509,0,1,10324,2
510,0,1,10325,1
511,0,1,10326,1
512,0,1,10327,1
513,0,1,10328,1
514,0,1,10329,1
515,0,1,10329,2
516,0,1,10330,1
517,0,1,10330,2
518,0,1,10331,1
519,0,1,10332,1
520,0,1,10332,2
521,0,1,10333,1
522,0,1,10333,2
523,0,1,10334,1
524,0,1,10335,1
525,0,1,10336,1
526,0,1,10337,1
527,0,1,10337,2
528,0,1,10338,1
529,0,1,10339,1
530,0,1,10339,2
531,0,1,10340,1
532,0,1,10341,1
533,0,1,10342,1
534,0,1,10342,2
535,0,1,10342,3
536,0,1,10343,1
537,0,1,10343,2
538,0,1,10343,3
539,0,1,10343,4
540,0,1,10343,5
541,0,1,10343,6
542,0,1,10343,7
543,0,1,10344,1
544,0,1,10344,2
545,0,1,10345,1
546,0,1,10346,1
547,0,1,10347,1
548,0,1,10347,2
549,0,1,10348,1
550,0,1,10348,2
551,0,1,10349,1
552,0,1,10349,2
553,0,1,10350,1
554,0,1,10350,2
555,0,1,10351,1
556,0,1,10352,1
557,0,1,10352,2
558,0,1,10353,1
559,0,1,10353,2
560,0,1,10354,1
561,0,1,10355,1
562,0,1,10356,1
563,0,1,10356,2
564,0,1,10356,3
565,0,1,10357,1
566,0,1,10358,1
567,0,1,10359,1
568,0,1,10359,2
569,0,1,10360,1
570,0,1,10360,2
571,0,1,10361,1
572,0,1,10362,1
573,0,1,10363,1
574,0,1,10364,1
575,0,1,10364,2
576,0,1,10365,1
577,0,1,10366,1
578,0,1,10367,1
579,0,1,10368,1
580,0,1,10368,2
581,0,1,10369,1
582,0,1,10370,1
583,0,1,10370,2
584,0,1,10371,1
585,0,1,10371,2
586,0,1,10372,1
587,0,1,10372,2
588,0,1,10373,1
589,0,1,10373,2
590,0,1,10374,1
591,0,1,10374,2
592,0,1,10375,1
593,0,1,10376,1
594,0,1,10377,1
595,0,1,10377,2
596,0,1,10378,1
597,0,1,10379,1
598,0,1,10380,1
599,0,1,10381,1
600,0,1,10382,1
601,0,1,10383,1
602,0,1,10384,1
603,0,1,10384,2
604,0,1,10384,3
605,0,1,10385,1
606,0,1,10385,2
607,0,1,10386,1
608,0,1,10386,2
609,0,1,10386,3
610,0,1,10387,1
611,0,1,10387,2
612,0,1,10388,1
613,0,1,10389,1
614,0,1,10389,2
615,0,1,10390,1
616,0,1,10391,1
617,0,1,10391,2
618,0,1,10392,1
619,0,1,10393,1
620,0,1,10393,2
621,0,1,10394,1
622,0,1,10395,1
623,0,1,10395,2
624,0,1,10396,1
625,0,1,10397,1
626,0,1,10397,2
627,0,1,10398,1
628,0,1,10399,1
629,0,1,10400,1
630,0,1,10400,2
631,0,1,10401,1
632,0,1,10401,2
633,0,1,10402,1
634,0,1,10403,1
635,0,1,10403,2
636,0,1,10404,1
637,0,1,10405,1
638,0,1,10405,2
639,0,1,10406,1
640,0,1,10407,1
641,0,1,10408,1
642,0,1,10409,1
643,0,1,10409,2
644,0,1,10410,1
645,0,1,10410,2
646,0,1,10411,1
647,0,1,10411,2
648,0,1,10412,1
649,0,1,10413,1
650,0,1,10414,1
651,0,1,10415,1
652,0,1,10416,1
653,0,1,10416,2
654,0,1,10417,1
655,0,1,10418,1
656,0,1,10418,2
657,0,1,10419,1
658,0,1,10419,2
659,0,1,10420,1
660,0,1,10420,2
661,0,1,10421,1
662,0,1,10421,2
663,0,1,10422,1
664,0,1,10423,1
665,0,1,10423,2
666,0,1,10424,1
667,0,1,10425,1
668,0,1,10425,2
669,0,1,10426,1
670,0,1,10427,1
671,0,1,10428,1
672,0,1,10429,1
673,0,1,10430,1
674,0,1,10431,1
675,0,1,10432,1
676,0,1,10433,1
677,0,1,10434,1
678,0,1,10435,1
679,0,1,10436,1
680,1,1,10437,1
681,0,1,10438,1
682,5,1,10438,2
683,99,1,10439,1
684,0,1,10440,1
685,0,1,10440,2
686,0,1,10440,3
687,0,1,10441,1
688,0,1,10441,2
689,0,1,10442,1
690,0,1,10443,1
691,0,1,10444,1
692,0,1,10445,1
693,0,1,10446,1
694,0,1,10447,1
695,0,1,10448,1
696,0,1,10449,1
697,0,1,10450,1
698,0,1,10450,2
699,0,1,10451,1
700,0,1,10451,2
701,0,1,10451,3
702,0,1,10452,1
703,0,1,10453,1
704,0,1,10454,1
705,0,1,10454,2
706,0,1,10455,1
707,0,1,10456,1
708,0,1,10457,1
709,0,1,10458,1
710,0,1,10459,1
711,1,1,10460,1
712,0,1,10460,2
713,0,1,10461,1
714,0,1,10462,1
715,0,1,10463,1
716,0,1,10463,2
717,0,1,10464,1
718,0,1,10464,2
719,0,1,10465,1
720,0,1,10466,1
721,0,1,10466,2
722,0,1,10467,1
723,0,1,10467,2
724,0,1,10468,1
725,0,1,10469,1
726,0,1,10469,2
727,0,1,10470,1
728,0,1,10471,1
729,0,1,10472,1
730,0,1,10472,2
731,0,1,10473,1
732,0,1,10473,2
733,0,1,10474,1
734,0,1,10474,2
735,1,1,10475,1
736,0,1,10476,1
737,0,1,10477,1
738,0,1,10478,1
739,0,1,10478,2
740,0,1,10479,1
741,0,1,10480,1
742,0,1,10481,1
743,0,1,10482,1
744,0,1,10483,1
745,0,1,10483,2
746,0,1,10484,1
747,0,1,10484,2
748,0,1,10484,3
749,0,1,10485,1
750,0,1,10486,1
751,0,1,10486,2
752,0,1,10487,1
753,0,1,10488,1
754,0,1,10489,1
755,0,1,10490,1
756,0,1,10490,2
757,0,1,10491,1
758,0,1,10491,2
759,0,1,10492,1
760,0,1,10493,1
761,0,1,10494,1
762,0,1,10494,2
763,0,1,10495,1
764,0,1,10496,1
765,0,1,10497,1
766,0,1,10497,2
767,0,1,10498,1
768,0,1,10499,1
769,0,1,10499,2
770,0,1,10500,1
771,0,1,10501,1
772,0,1,10501,2
773,0,1,10502,1
774,0,1,10502,2
775,0,1,10503,1
776,0,1,10503,2
777,0,1,10504,1
778,0,1,10505,1
779,0,1,10505,2
780,0,1,10506,1
781,0,1,10507,1
782,0,1,10507,2
783,0,1,10508,1
784,0,1,10509,1
785,0,1,10509,2
786,0,1,10510,1
787,0,1,10511,1
788,0,1,10512,1
789,0,1,10513,1
790,0,1,10513,2
791,0,1,10514,1
792,0,1,10515,1
793,0,1,10516,1
794,0,1,10516,2
795,0,1,10517,1
796,0,1,10518,1
797,0,1,10519,1
798,0,1,10520,1
799,0,1,10521,1
800,0,1,10521,2
801,0,1,10522,1
802,0,1,10522,2
803,0,1,10522,3
804,0,1,10523,1
805,0,1,10524,1
806,0,1,10525,1
807,0,1,10525,2
808,0,1,10526,1
809,0,1,10527,1
810,0,1,10528,1
811,0,1,10529,1
812,0,1,10530,1
813,0,1,10530,2
814,0,1,10531,1
815,0,1,10532,1
816,0,1,10532,2
817,0,1,10533,1
818,0,1,10534,1
819,0,1,10534,2
820,0,1,10535,1
821,0,1,10535,2
822,0,1,10536,1
823,1,1,10537,1
824,0,1,10537,2
825,0,1,10537,3
826,0,1,10538,1
827,0,1,10538,2
828,0,1,10539,1
829,0,1,10539,2
830,0,1,10540,1
831,0,1,10541,1
832,0,1,10542,1
833,0,1,10543,1
834,0,1,10544,1
835,0,1,10544,2
836,0,1,10545,1
837,0,1,10545,2
838,0,1,10546,1
839,0,1,10546,2
840,0,1,10547,1
841,0,1,10548,1
842,0,1,10548,2
843,0,1,10549,1
844,0,1,10549,2
845,0,1,10549,3
846,0,1,10549,4
847,0,1,10550,1
848,0,1,10551,1
849,0,1,10552,1
850,0,1,10553,1
851,0,1,10553,2
852,0,1,10554,1
853,0,1,10554,2
854,0,1,10555,1
855,0,1,10556,1
856,0,1,10557,1
857,0,1,10558,1
858,0,1,10559,1
859,0,1,10560,1
860,0,1,10560,2
861,0,1,10561,1
862,0,1,10562,1
863,0,1,10562,2
864,0,1,10562,3
865,0,1,10563,1
866,0,1,10564,1
867,0,1,10565,1
868,0,1,10566,1
869,0,1,10567,1
870,0,1,10567,2
871,0,1,10568,1
872,0,1,10569,1
873,0,1,10570,1
874,0,1,10570,2
875,0,1,10571,1
876,0,1,10571,2
877,0,1,10572,1
878,0,1,10573,1
879,0,1,10574,1
880,0,1,10575,1
881,0,1,10576,1
882,0,1,10577,1
883,0,1,10577,2
884,0,1,10578,1
885,0,1,10578,2
886,0,1,10579,1
887,2,1,10580,1
888,0,1,10580,2
889,0,1,10581,1
890,0,1,10582,1
891,0,1,10583,1
892,0,1,10583,2
893,0,1,10584,1
894,0,1,10584,2
895,0,1,10585,1
896,0,1,10586,1
897,0,1,10587,1
898,0,1,10588,1
899,0,1,10588,2
900,0,1,10589,1
901,0,1,10590,1
902,0,1,10591,1
903,0,1,10592,1
904,0,1,10592,2
905,0,1,10593,1
906,0,1,10594,1
907,0,1,10594,2
908,0,1,10595,1
909,0,1,10595,2
910,0,1,10596,1
911,0,1,10597,1
912,0,1,10598,1
913,0,1,10599,1
914,0,1,10600,1
915,0,1,10600,2
916,0,1,10601,1
917,0,1,10601,2
918,0,1,10602,1
919,0,1,10602,2
920,0,1,10603,1
921,0,1,10604,1
922,0,1,10605,1
923,0,1,10606,1
924,0,1,10607,1
925,0,1,10607,2
926,0,1,10608,1
927,0,1,10609,1
928,0,1,10610,1
929,0,1,10610,2
930,0,1,10611,1
931,0,1,10612,1
932,0,1,10613,1
933,0,1,10614,1
934,0,1,10614,2
935,0,1,10614,3
936,0,1,10615,1
937,0,1,10615,2
938,0,1,10616,1
939,0,1,10617,1
940,0,1,10618,1
941,0,1,10619,1
942,0,1,10620,1
943,0,1,10621,1
944,0,1,10622,1
945,0,1,10623,1
946,0,1,10623,2
947,0,1,10623,3
948,0,1,10624,1
949,0,1,10625,1
950,0,1,10626,1
951,0,1,10626,2
952,0,1,10627,1
953,0,1,10628,1
954,0,1,10628,2
955,0,1,10629,1
956,0,1,10629,2
957,0,1,10630,1
958,0,1,10631,1
959,0,1,10631,2
960,0,1,10632,1
961,0,1,10633,1
962,0,1,10634,1
963,0,1,10635,1
964,0,1,10635,2
965,0,1,10636,1
966,0,1,10636,2
967,0,1,10637,1
968,0,1,10638,1
969,0,1,10639,1
970,0,1,10640,1
971,0,1,10640,2
972,0,1,10641,1
973,0,1,10642,1
974,0,1,10643,1
975,0,1,10644,1
976,0,1,10645,1
977,0,1,10645,2
978,0,1,10646,1
979,0,1,10647,1
980,0,1,10647,2
981,0,1,10648,1
982,0,1,10649,1
983,0,1,10650,1
984,0,1,10650,2
985,0,1,10650,3
986,0,1,10651,1
987,0,1,10651,2
988,1,1,10652,1
989,0,1,10653,1
990,0,1,10654,1
991,0,1,10655,1
992,0,1,10655,2
993,0,1,10655,3
994,0,1,10656,1
995,0,1,10656,2
996,0,1,10656,3
997,0,1,10657,1
998,0,1,10658,1
999,0,1,10659,1
1000,0,1,10660,1
1001,0,1,10661,1
1002,0,1,10662,1
1003,0,1,10663,1
1004,0,1,10663,2
1005,0,1,10664,1
1006,0,1,10664,2
1007,0,1,10665,1
1008,0,1,10666,1
1009,0,1,10667,1
1010,0,1,10668,1
1011,0,1,10668,2
1012,0,1,10669,1
1013,0,1,10670,1
1014,0,1,10671,1
1015,0,1,10672,1
1016,0,1,10672,2
1017,0,1,10673,1
1018,0,1,10673,2
1019,0,1,10674,1
1020,0,1,10675,1
1021,0,1,10675,2
1022,0,1,10676,1
1023,0,1,10677,1
1024,0,1,10677,2
1025,0,1,10678,1
1026,0,1,10679,1
1027,0,1,10680,1
1028,0,1,10680,2
1029,0,1,10681,1
1030,0,1,10681,2
1031,0,1,10682,1
1032,0,1,10683,1
1033,0,1,10683,2
1034,0,1,10684,1
1035,0,1,10685,1
1036,0,1,10686,1
1037,0,1,10686,2
1038,0,1,10687,1
1039,0,1,10688,1
1040,0,1,10688,2
1041,0,1,10689,1
1042,0,1,10690,1
1043,0,1,10690,2
1044,0,1,10691,1
1045,0,1,10691,2
1046,0,1,10692,1
1047,0,1,10693,1
1048,0,1,10694,1
1049,0,1,10695,1
1050,0,1,10695,2
1051,0,1,10696,1
1052,0,1,10697,1
1053,0,1,10697,2
1054,0,1,10698,1
1055,0,1,10698,2
1056,0,1,10699,1
1057,0,1,10700,1
1058,0,1,10701,1
1059,0,1,10701,2
1060,0,1,10702,1
1061,0,1,10703,1
1062,0,1,10703,2
1063,0,1,10703,3
1064,0,1,10704,1
1065,0,1,10704,2
1066,0,1,10704,3
1067,0,1,10704,4
1068,0,1,10705,1
1069,0,1,10706,1
1070,0,1,10707,1
1071,0,1,10707,2
1072,0,1,10708,1
1073,0,1,10709,1
1074,0,1,10710,1
1075,0,1,10711,1
1076,0,1,10712,1
1077,0,1,10712,2
1078,0,1,10713,1
1079,0,1,10714,1
1080,0,1,10715,1
1081,0,1,10716,1
1082,0,1,10717,1
1083,0,1,10717,2
1084,0,1,10718,1
1085,0,1,10718,2
1086,0,1,10719,1
1087,0,1,10720,1
1088,0,1,10720,2
1089,0,1,10720,3
1090,0,1,10721,1
1091,0,1,10721,2
1092,0,1,10722,1
1093,0,1,10722,2
1094,0,1,10723,1
1095,0,1,10724,1
1096,0,1,10725,1
1097,0,1,10726,1
1098,0,1,10727,1
1099,0,1,10727,2
1100,0,1,10727,3
1101,0,1,10728,1
1102,0,1,10729,1
1103,0,1,10730,1
1104,0,1,10730,2
1105,0,1,10731,1
1106,0,1,10731,2
1107,0,1,10732,1
1108,0,1,10733,1
1109,0,1,10734,1
1110,0,1,10735,1
1111,0,1,10736,1
1112,0,1,10737,1
1113,0,1,10738,1
1114,0,1,10739,1
1115,0,1,10739,2
1116,0,1,10740,1
1117,0,1,10741,1
1118,0,1,10741,2
1119,0,1,10742,1
1120,0,1,10743,1
1121,0,1,10744,1
1122,0,1,10744,2
1123,0,1,10745,1
1124,0,1,10746,1
1125,0,1,10746,2
1126,0,1,10747,1
1127,0,1,10748,1
1128,0,1,10749,1
1129,0,1,10750,1
1130,0,1,10750,2
1131,0,1,10751,1
1132,0,1,10752,1
1133,0,1,10753,1
1134,0,1,10753,2
1135,0,1,10754,1
1136,0,1,10754,2
1137,0,1,10755,1
1138,0,1,10755,2
1139,0,1,10756,1
1140,0,1,10757,1
1141,0,1,10758,1
1142,0,1,10758,2
1143,0,1,10758,3
1144,0,1,10759,1
1145,0,1,10760,1
1146,0,1,10760,2
1147,0,1,10761,1
1148,0,1,10761,2
1149,0,1,10762,1
1150,0,1,10762,2
1151,0,1,10763,1
1152,0,1,10763,2
1153,0,1,10764,1
1154,0,1,10765,1
1155,0,1,10766,1
1156,0,1,10767,1
1157,0,1,10767,2
1158,0,1,10768,1
1159,0,1,10769,1
1160,0,1,10770,1
1161,0,1,10770,2
1162,0,1,10770,3
1163,0,1,10770,4
1164,0,1,10771,1
1165,0,1,10772,1
1166,0,1,10773,1
1167,0,1,10773,2
1168,0,1,10774,1
1169,0,1,10775,1
1170,0,1,10776,1
1171,0,1,10776,2
1172,0,1,10777,1
1173,0,1,10777,2
1174,0,1,10778,1
1175,0,1,10778,2
1176,0,1,10779,1
1177,0,1,10779,2
1178,0,1,10780,1
1179,0,1,10781,1
1180,0,1,10782,1
1181,0,1,10783,1
1182,0,1,10784,1
1183,0,2,20001,1
1184,98,2,20002,1
1185,98,2,20003,1
1186,0,2,20004,1
1187,0,2,20005,1
1188,0,2,20006,1
1189,0,2,20006,2
1190,0,2,20006,3
1191,99,2,20007,1
1192,98,2,20008,1
1193,0,2,20009,1
1194,98,2,20009,2
1195,0,2,20009,3
1196,0,2,20010,1
1197,99,2,20011,1
1198,0,2,20012,1
1199,98,2,20013,1
1200,99,2,20014,1
1201,98,2,20015,1
1202,98,2,20015,2
1203,0,2,20016,1
1204,0,2,20016,2
1205,0,2,20017,1
1206,0,2,20018,1
1207,98,2,20019,1
1208,0,2,20019,2
1209,0,2,20020,1
1210,98,2,20021,1
1211,0,2,20022,1
1212,99,2,20023,1
1213,99,2,20024,1
1214,3,2,20025,1
1215,0,2,20026,1
1216,0,2,20027,1
1217,0,2,20027,2
1218,0,2,20027,3
1219,98,2,20028,1
1220,0,2,20028,2
1221,98,2,20028,3
1222,0,2,20029,1
1223,0,2,20030,1
1224,0,2,20030,2
1225,0,2,20031,1
1226,0,2,20031,2
1227,0,2,20031,3
1228,0,2,20032,1
1229,99,2,20033,1
1230,0,2,20034,1
1231,0,2,20034,2
1232,98,2,20035,1
1233,0,2,20035,2
1234,0,2,20035,3
1235,0,2,20035,4
1236,0,2,20035,5
1237,0,2,20035,6
1238,0,2,20036,1
1239,0,2,20036,2
1240,0,2,20037,1
1241,99,2,20038,1
1242,0,2,20039,1
1243,99,2,20040,1
1244,99,2,20040,2
1245,99,2,20041,1
1246,0,2,20042,1
